ds,yhat,yhat_lower,yhat_upper,GPU
2027-04-01,20.228756989332144,12.630048926080308,27.72334352955615,Radeon RX 550
2027-05-01,16.620058374784723,8.248404683137267,24.127889580104327,Radeon RX 550
2027-06-01,20.00800696675443,12.842206362211998,27.517898848337868,Radeon RX 550
2027-07-01,15.956881505236332,8.23437928554238,23.427419938202792,Radeon RX 550
2027-08-01,11.34834842915936,3.4762893156607397,18.781251167635734,Radeon RX 550
2027-09-01,15.332630448729464,8.01984642377933,22.570287724618336,Radeon RX 550
2027-10-01,10.35186041178106,3.135067012875063,17.764043474015224,Radeon RX 550
2027-11-01,5.076621409435552,-2.3306597009007675,13.502240655628915,Radeon RX 550
2027-12-01,11.060754964634743,3.1477226636074462,18.142338477476315,Radeon RX 550
2028-01-01,5.118855148381509,-2.8987175367850853,12.646717152508371,Radeon RX 550
2028-02-01,8.506803740337887,0.9622738347433301,15.596265982104697,Radeon RX 550
2028-03-01,6.788879480554893,-0.4982202710124418,13.964427069574832,Radeon RX 550
2028-04-01,0.8469796642943337,-7.105419292673255,8.427814105530375,Radeon RX 550
2028-05-01,-3.4671295587516937,-11.138780428683647,3.8378069346239965,Radeon RX 550
2028-06-01,0.18380279475322658,-6.99189656688481,7.327132324313648,Radeon RX 550
2028-07-01,-3.424895819806456,-11.482078079372098,3.9599895858688066,Radeon RX 550
2028-08-01,-0.036947227850471887,-7.785528082039529,7.4028806351362855,Radeon RX 550
2028-09-01,-5.421218298711896,-13.26690715697709,2.082702708962317,Radeon RX 550
2028-10-01,-8.696605765435583,-16.580307411567823,-1.3306750695670617,Radeon RX 550
2028-11-01,-4.712323745848418,-12.50645511924236,3.205128923523742,Radeon RX 550
2028-12-01,-9.693093782802942,-17.144928163697635,-1.8323658080822451,Radeon RX 550
2029-01-01,-14.968332785162351,-22.31935242877985,-7.58515841118268,Radeon RX 550
2023-01-03,152.59073684710842,138.90421728549688,165.38728989113443,Radeon RX 560
